name,address,exist_2012,exist_2013,exist_2014,exist_2015,exist_2016,exist_2017,exist_2018,change_2013,change_2014,change_2015,change_2016,change_2017,change_2018
INTERNATIONAL NEWS,208 QUEENS QUAY  W,1,1,1,1,1,1,0,0,0,0,0,0,1
INTERNATIONAL NEWS,224 WELLINGTON ST W,1,1,1,1,1,0,0,0,0,0,0,1,0
INTERNATIONAL NEWS,25 KING ST W,0,0,1,1,1,1,0,0,1,0,0,0,1
INTERNATIONAL NEWS,25 THE WEST MALL,0,1,1,1,0,0,0,1,0,0,1,0,0
INTERNATIONAL NEWS,25 YORK ST,0,0,1,1,1,1,1,0,1,0,0,0,0
INTERNATIONAL NEWS,250 DUNDAS ST W,1,1,1,1,0,0,0,0,0,0,1,0,0
INTERNATIONAL NEWS,250 THE EAST MALL,0,1,1,1,1,1,1,1,0,0,0,0,0
INTERNATIONAL NEWS,270 BLOOR ST W,1,1,1,1,1,1,0,0,0,0,0,0,1
INTERNATIONAL NEWS,31 QUEEN ST E,0,0,0,1,1,0,0,0,0,1,0,1,0
INTERNATIONAL NEWS,333 BAY ST,1,1,1,1,1,1,1,0,0,0,0,0,0
INTERNATIONAL NEWS,3495 LAWRENCE AVE E,0,0,1,0,0,0,0,0,1,1,0,0,0
INTERNATIONAL NEWS,3850 SHEPPARD AVE E,0,1,1,1,1,1,0,1,0,0,0,0,1
INTERNATIONAL NEWS,393 UNIVERSITY AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
INTERNATIONAL NEWS,40 UNIVERSITY AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
INTERNATIONAL NEWS,439 UNIVERSITY AVE,1,0,0,0,0,0,0,1,0,0,0,0,0
INTERNATIONAL NEWS,44 KING ST W,0,0,1,1,1,1,0,0,1,0,0,0,1
INTERNATIONAL NEWS,45 OVERLEA BLVD,1,1,1,1,0,0,0,0,0,0,1,0,0
INTERNATIONAL NEWS,48 YONGE ST,0,0,1,1,1,1,0,0,1,0,0,0,1
INTERNATIONAL NEWS,4841 YONGE ST,1,1,1,1,0,0,0,0,0,0,1,0,0
INTERNATIONAL NEWS,50 EGLINTON AVE E,0,0,1,0,0,0,0,0,1,1,0,0,0
INTERNATIONAL NEWS,519 KING ST W,1,1,1,0,1,1,1,0,0,1,1,0,0
INTERNATIONAL NEWS,526 YONGE ST,1,1,0,0,0,0,0,0,1,0,0,0,0
INTERNATIONAL NEWS,55 YORK ST,0,0,1,1,1,1,0,0,1,0,0,0,1
INTERNATIONAL NEWS,595 BAY ST,0,1,1,1,1,1,0,1,0,0,0,0,1
INTERNATIONAL NEWS,700 KING ST W,1,1,1,0,0,0,0,0,0,1,0,0,0
INTERNATIONAL NEWS,777 BAY ST,0,0,1,0,0,0,0,0,1,1,0,0,0
INTERNATIONAL NEWS,79 FRONT ST E,1,1,1,1,1,0,0,0,0,0,0,1,0
INTERNATIONAL NEWS,800 BAY ST,0,0,1,0,0,0,0,0,1,1,0,0,0
INTERNATIONAL NEWS,85 ELLESMERE RD,0,1,1,1,1,0,0,1,0,0,0,1,0
INTERNATIONAL NEWS,87 AVENUE RD,0,1,1,1,0,0,0,1,0,0,1,0,0
INTERNATIONAL NEWS,900 DUFFERIN ST,0,1,1,1,1,1,0,1,0,0,0,0,1
INTERNATIONAL NEWS,92 KING ST E,0,0,0,1,1,1,0,0,0,1,0,0,1
INTERNATIONAL NEWS,941 PROGRESS AVE,0,1,1,1,0,1,0,1,0,0,1,1,1
INTERNATIONAL NEWS   KING ST,145 KING ST W,0,0,1,1,1,1,0,0,1,0,0,0,1
INTERNATIONAL NEWS #5050,3495 LAWRENCE AVE E,0,0,0,0,1,0,0,0,0,0,1,1,0
INTERNATIONAL NEWS #5523,160 BLOOR ST E,0,0,1,1,0,0,0,0,1,0,1,0,0
INTERNATIONAL NEWS (INS MARKET),800 BAY ST,0,0,0,1,1,1,0,0,0,1,0,0,1
INTERNATIONAL NEWS CASA LOMA CAMPUS,160 KENDAL AVE,1,1,1,1,1,0,0,0,0,0,0,1,0
INTERNATIONAL NEWS SHEPPARD,45 SHEPPARD AVE E,0,0,1,1,1,1,1,0,1,0,0,0,0
INTERNATIONAL PRODUCE TRADING INC,144 PARK LAWN RD,0,1,1,0,0,0,0,1,0,1,0,0,0
INTERNATIONAL SUPERMARKET,140 ROGERS RD,1,1,1,1,1,1,1,0,0,0,0,0,0
INTERNET HEADQUARTERS,4002 SHEPPARD AVE E,0,1,1,1,1,1,0,1,0,0,0,0,1
INTERNET INFINITY CAFE,3034 DON MILLS RD,1,0,0,0,0,0,0,1,0,0,0,0,0
INTERPACK MONEY COURIER,599 BLOOR ST W,0,1,1,1,1,1,1,1,0,0,0,0,0
INTERSECTIONS,2350 BAYVIEW AVE,0,0,0,0,0,1,1,0,0,0,0,1,0
INVICTUS BAR AND RESTAURANT,1331 ST CLAIR AVE W,0,0,1,1,0,0,0,0,1,0,1,0,0
INVICTUS BAR RESTAURANT,1331 ST CLAIR AVE W,1,1,0,0,0,0,0,0,1,0,0,0,0
INVICTUS GAME STATION,250 SHEPPARD AVE E,0,0,0,1,1,1,1,0,0,1,0,0,0
INVICTUS GAME STATION,558 YONGE ST,0,0,0,0,0,1,1,0,0,0,0,1,0
IO CATERING,1079 MIDLAND AVE,0,1,1,1,1,1,1,1,0,0,0,0,0
IPHO VIETNAMESE CUISINE,812 DANFORTH AVE,1,1,0,0,0,0,0,0,1,0,0,0,0
IPPOLITO PRODUCE LTD,165 THE QUEENSWAY,0,1,1,1,1,1,1,1,0,0,0,0,0
IQ FOOD CO,18 YORK ST,0,0,1,1,1,1,1,0,1,0,0,0,0
IQ FOOD CO,3401 DUFFERIN ST,0,0,0,0,0,0,1,0,0,0,0,0,1
IQ FOOD CO,613 KING ST W,0,0,0,0,0,1,1,0,0,0,0,1,0
IQ FOOD CO,77 ADELAIDE ST W,0,0,0,0,1,1,1,0,0,0,1,0,0
IQ FOOD CO.,181 BAY ST,1,1,1,1,1,1,1,0,0,0,0,0,0
IQ FOODS,100 WELLINGTON ST W,1,1,0,0,0,0,0,0,1,0,0,0,0
IQBAL HAKKA MASALA RESTAURANT,2680 LAWRENCE AVE E,0,0,1,1,0,0,0,0,1,0,1,0,0
IQBAL HALAL FOODS,2 THORNCLIFFE PARK DR,1,1,1,1,1,1,1,0,0,0,0,0,0
IQBAL KEBAB AND SWEET CENTRE 2,105 PARKWAY FOREST DR,1,1,1,1,1,1,1,0,0,0,0,0,0
IQBAL KEBAB AND SWEETS CENTRE,2 THORNCLIFFE PARK DR,1,1,1,1,1,1,1,0,0,0,0,0,0
IRAJ MARKET,1 BYNG AVE,0,0,1,0,0,0,0,0,1,1,0,0,0
IRENS GROCERY,528 DUFFERIN ST,0,0,1,0,1,0,0,0,1,1,1,1,0
IRIE VEGGIE VEGETERIAN AND SEAFOOD,2593 EGLINTON AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0
IRISH EMBASSY PUB AND GRILL,49 YONGE ST,1,1,1,1,1,1,1,0,0,0,0,0,0
IRISH ROSE PUB,1095 WESTON RD,1,1,1,1,1,1,0,0,0,0,0,0,1
IRON ROSE TEA GALLERY,228 QUEENS QUAY  W,0,1,1,1,1,0,0,1,0,0,0,1,0
IRUKA SUSHI,550 QUEENS QUAY  W,0,0,1,1,1,1,1,0,1,0,0,0,0
ISAACS BAKERY AND CAFE,3390 BATHURST ST,1,1,1,1,1,1,1,0,0,0,0,0,0
ISAAN DER,2961 DUNDAS ST W,0,0,0,0,0,1,1,0,0,0,0,1,0
ISABELLAS BOUTIQUE RESTAURANT,2328 QUEEN ST E,0,0,0,0,1,1,1,0,0,0,1,0,0
ISHATAR RESTAURANT AND BAR,9 MILVAN DR,1,1,1,0,0,0,0,0,0,1,0,0,0
ISHTAR MINI MART,3406 WESTON RD,1,1,1,1,1,1,0,0,0,0,0,0,1
ISINAY FOODS,756 WILSON AVE,1,1,1,1,1,0,0,0,0,0,0,1,0
ISLAMIC FOUNDATION OF TORONTO,441 NUGGET AVE,0,0,0,0,0,1,1,0,0,0,0,1,0
ISLAND BAKERY,3260 EGLINTON AVE E,0,1,1,1,1,1,1,1,0,0,0,0,0
ISLAND BREEZE RESTAURANT,907 JANE ST,1,1,1,1,1,1,0,0,0,0,0,0,1
ISLAND CAFE,20 WITHROW ST,1,1,1,1,1,1,1,0,0,0,0,0,0
ISLAND FOODS,1182 KING ST W,1,1,1,1,1,1,1,0,0,0,0,0,0
ISLAND FOODS,1310 DON MILLS RD,1,1,1,1,1,1,1,0,0,0,0,0,0
ISLAND FORK,2030 ELLESMERE RD,0,1,0,0,0,0,0,1,1,0,0,0,0
ISLAND GRILL,119 RIVER ST,1,1,1,0,0,0,0,0,0,1,0,0,0
ISLAND GRILL AND PIZZERIA,2857 JANE ST,0,0,0,0,0,1,1,0,0,0,0,1,0
ISLAND HOT AND SPICY,1391 WESTON RD,1,1,1,1,1,1,1,0,0,0,0,0,0
ISLAND HOT AND SPICY RESTAURANT,106 QUEEN ST E,0,0,0,0,1,0,0,0,0,0,1,1,0
ISLAND HOT AND SPICY RESTAURANT,1780 MARKHAM RD,0,1,0,0,0,0,0,1,1,0,0,0,0
ISLAND PARADISE RESTAURANT,1 CENTRE ISLAND PK,0,0,0,0,0,1,1,0,0,0,0,1,0
ISLAND PRIDE CARIBBEAN JERK RESTAURANT,2528 EGLINTON AVE E,0,0,0,0,0,1,0,0,0,0,0,1,1
ISLAND SPICE,363 PITFIELD RD,1,1,0,0,0,0,0,0,1,0,0,0,0
ISLAND SPICE FLAVOUR,363 PITFIELD RD,0,0,1,1,1,1,1,0,1,0,0,0,0
ISLAND SPICE SUPERMARKET,5818 SHEPPARD AVE E,1,0,0,0,0,0,0,1,0,0,0,0,0
ISLAND SUNSET CARIBBEAN RESTAURANT AND LOUNGE,1139 MORNINGSIDE AVE,0,1,1,1,1,1,1,1,0,0,0,0,0
ISLAND TWIST BAR AND GRILL,2603 EGLINTON AVE W,0,0,1,0,0,0,0,0,1,1,0,0,0
ISLAND WAY,300 BOROUGH DR,0,0,0,0,1,0,0,0,0,0,1,1,0
ISLAND YACHT CLUB,2 MUGS ISLAND PK,0,0,0,0,0,1,1,0,0,0,0,1,0
ISLANDERZ CARIBBEAN GRILL,2131 LAWRENCE AVE E,0,0,0,0,0,0,1,0,0,0,0,0,1
ISLAS FILIPINO BBQ AND BAR,1690 QUEEN ST W,0,0,0,0,0,1,1,0,0,0,0,1,0
ISLINGTON GOLF CLUB,45 RIVERBANK DR,0,0,0,0,0,1,1,0,0,0,0,1,0
ISLINGTON SENIORS CENTRE,4968 DUNDAS ST W,0,0,0,0,0,1,0,0,0,0,0,1,1
ISLINGTON VARIETY,2661 ISLINGTON AVE,1,1,1,1,0,0,0,0,0,0,1,0,0
ISSMI JAPANESE RESTAURANT,1984 AVENUE RD,1,1,1,1,1,1,1,0,0,0,0,0,0
ISTANBUL CAFE AND EXPRESSO BAR,174 EGLINTON AVE E,0,0,1,1,1,1,1,0,1,0,0,0,0
ISTANBUL KEBAB,558 CHURCH ST,0,1,1,1,0,0,0,1,0,0,1,0,0
ISTAR RESTAURANT,235 DIXON RD,1,1,1,1,1,1,1,0,0,0,0,0,0
ITAL PIZZA,5 LAVINGTON DR,1,1,1,1,1,0,0,0,0,0,0,1,0
ITAL VITAL,14 ST ANDREW ST,0,0,0,0,0,1,1,0,0,0,0,1,0
ITAL VITAL RASTARANT,741 PHARMACY AVE,0,0,1,1,1,1,0,0,1,0,0,0,1
ITALIAN CART LEVEL 100,110 MANITOBA DR,0,1,0,0,0,0,0,1,1,0,0,0,0
ITALIAN ESPRESSO BAR,462 BIRCHMOUNT RD,0,0,0,0,1,1,1,0,0,0,1,0,0
ITALIAN HOME BAKERY,271 ATTWELL DR,1,1,1,1,1,0,0,0,0,0,0,1,0
ITALIAN PRODUCE COMPANY,165 THE QUEENSWAY,0,1,1,1,1,1,1,1,0,0,0,0,0
ITAMAE SUSHI NY,747 DON MILLS RD,0,1,1,0,0,0,0,1,0,1,0,0,0
ITFC,345 FLINT RD,1,1,1,1,1,0,0,0,0,0,0,1,0
ITN FOOD CORPORATION,40 COMMANDER BLVD,0,1,1,1,1,1,0,1,0,0,0,0,1
ITO SUSHI AND NOODLE,250 FRONT ST W,1,1,1,1,1,1,1,0,0,0,0,0,0
ITS A WRAP,230 WELLINGTON ST W,1,1,1,1,0,0,0,0,0,0,1,0,0
ITS ALL GREEK AUTHENTIC GYROS,756 QUEEN ST W,0,1,1,1,1,1,1,1,0,0,0,0,0
ITS ALL GRK,101 DUNDAS ST E,0,0,1,0,0,0,0,0,1,1,0,0,0
ITS FAMILY FOOD,459 PHARMACY AVE,0,0,0,0,0,1,1,0,0,0,0,1,0
ITS JENNY,253 GERRARD ST E,1,1,1,1,1,1,1,0,0,0,0,0,0
ITS LUNCH TIME,55 NUGGET AVE,1,1,1,1,0,0,0,0,0,0,1,0,0
ITS THE ICING ON THE CAKE,1238 QUEEN ST E,1,1,1,1,1,1,1,0,0,0,0,0,0
ITZ A WRAP,129 JEFFERSON AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
IXIIM BY CHEF ARAUJO,4917 DUNDAS ST W,0,0,0,0,0,1,0,0,0,0,0,1,1
IYAPANS GROCERIES,2875 JANE ST,0,1,0,0,0,0,0,1,1,0,0,0,0
IYAPPA SWEETS AND SNACKS,2721 MARKHAM RD,1,1,1,1,1,1,1,0,0,0,0,0,0
IYELLOW WINE CLUB,243 QUEEN ST W,0,0,0,0,0,0,1,0,0,0,0,0,1
IZAKAYA SUSHI HOUSE,294 COLLEGE ST,1,1,0,0,0,0,0,0,1,0,0,0,0
IZAKAYA TSUKI,5182 YONGE ST,1,1,1,1,0,0,0,0,0,0,1,0,0
IZBA RESTAURANT,648 THE QUEENSWAY,1,1,1,1,1,1,1,0,0,0,0,0,0
IZIKS PLACE,529 WILSON HEIGHTS BLVD,1,1,1,1,1,1,1,0,0,0,0,0,0
IZU  JAPANESE RESTAURANT,1835 YONGE ST,1,1,1,1,0,0,0,0,0,0,1,0,0
J + B TUCK SHOP,160 CHALKFARM DR,1,1,1,0,0,0,0,0,0,1,0,0,0
J .E . RUSSELL PRODUCE LTD,165 THE QUEENSWAY,0,0,1,1,1,1,1,0,1,0,0,0,0
J AND C BISTRO,558 JANE ST,0,0,1,0,0,0,0,0,1,1,0,0,0
J AND C VARIETY,1170 QUEEN ST E,1,1,1,1,0,0,0,0,0,0,1,0,0
J AND D BURGERS,3244 DANFORTH AVE,1,1,0,0,0,0,0,0,1,0,0,0,0
J AND D HAMBURGERS AND FISH,3244 DANFORTH AVE,0,0,1,1,1,0,0,0,1,0,0,1,0
J AND J BAR B QUE,193 BALDWIN ST,0,0,0,0,1,0,0,0,0,0,1,1,0
J AND J TUCK SHOP,52 MABELLE AVE,0,0,1,1,1,1,1,0,1,0,0,0,0
J AND K FOOD MARKET,1365 DANFORTH AVE,1,1,0,0,0,0,0,0,1,0,0,0,0
J AND M CONVENIENCE,3691 LAKE SHORE BLVD W,1,1,1,0,0,0,0,0,0,1,0,0,0
J AND S CONVENIENCE,184 CARLTON ST,0,1,1,1,1,1,1,1,0,0,0,0,0
J AND W  FOODS INC,2201 BRIMLEY RD,0,1,1,1,1,1,1,1,0,0,0,0,0
J C CONVENIENCE (ROLL AND ROLL),132 SIMCOE ST,0,1,1,1,1,1,1,1,0,0,0,0,0
J J BEAN,2 ST CLAIR AVE W,0,0,0,0,1,1,1,0,0,0,1,0,0
J P RESTAURANT,270 COXWELL AVE,0,0,0,0,0,1,1,0,0,0,0,1,0
J PIZZA PLUS,314 PARLIAMENT ST,1,1,1,1,0,0,0,0,0,0,1,0,0
J STAR CONVENIENCE STORE,105 GUILDWOOD PKWY,0,0,0,0,1,1,1,0,0,0,1,0,0
J. J.S DELI,1881 YONGE ST,1,0,0,0,0,0,0,1,0,0,0,0,0
J. LAWRENCE VARIETY,701 LAWRENCE AVE W,0,0,0,0,1,0,0,0,0,0,1,1,0
J.D. CATERING,33 MALLARD RD,0,0,0,0,0,1,1,0,0,0,0,1,0
J.F. A DANFORTH DRUG MART,1871 DANFORTH AVE,0,0,0,0,0,0,1,0,0,0,0,0,1
J.F. PRODUCE INC,129 RAILSIDE RD,1,1,1,1,1,0,0,0,0,0,0,1,0
J.J. DAIRY COOL,100 QUEEN ST W,1,1,0,0,0,0,0,0,1,0,0,0,0
J.L. TRADING CO. LTD.,1 TURBINA AVE,0,0,1,1,1,1,0,0,1,0,0,0,1
J.MART,5650 YONGE ST,0,1,1,1,1,1,1,1,0,0,0,0,0
J.P. RESTAURANT,270 COXWELL AVE,1,1,1,1,0,0,0,0,0,0,1,0,0
JA PANTRY,973 COXWELL AVE,0,0,0,0,0,0,1,0,0,0,0,0,1
JA YU GONG GAN KARAOKE,721 BLOOR ST W,1,0,0,0,0,0,0,1,0,0,0,0,0
JABEZ GIFT AND VARIETY,2428 BLOOR ST W,0,0,0,0,1,0,0,0,0,0,1,1,0
JABEZ GIFT ANDVARIETY,2428 BLOOR ST W,0,1,1,0,0,0,0,1,0,1,0,0,0
JABISTRO,222 RICHMOND ST W,1,1,1,1,1,1,1,0,0,0,0,0,0
JACE PINOY 2,4438 SHEPPARD AVE E,0,0,0,1,1,0,0,0,0,1,0,1,0
JACE PINOY 2,555 WILSON AVE,0,0,0,0,0,0,1,0,0,0,0,0,1
JACK AND LILS,823 DUNDAS ST W,0,0,0,0,1,1,1,0,0,0,1,0,0
JACK ASTORS,144 FRONT ST W,1,1,1,1,1,1,1,0,0,0,0,0,0
JACK ASTORS,2 BLOOR ST E,1,1,1,1,1,1,1,0,0,0,0,0,0
JACK ASTORS BAR AND GRILL,10 DUNDAS ST E,1,1,1,1,1,1,1,0,0,0,0,0,0
JACK ASTORS BAR AND GRILL,1090 DON MILLS RD,1,1,1,1,1,1,1,0,0,0,0,0,0
JACK ASTORS BAR AND GRILL,1900 THE QUEENSWAY,1,1,1,1,1,1,1,0,0,0,0,0,0
JACK ASTORS BAR AND GRILL,25 CARLSON CRT,1,1,1,1,1,1,1,0,0,0,0,0,0
JACK ASTORS BAR AND GRILL,5051 YONGE ST,0,1,1,1,1,1,1,1,0,0,0,0,0
JACK ASTORS BAR AND GRILL,580 PROGRESS AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
JACK ASTORS BAR AND GRILL,73 FRONT ST E,1,1,1,1,1,1,1,0,0,0,0,0,0
JACK TANS,770 BAY ST,0,0,0,1,1,0,0,0,0,1,0,1,0
JACKED UP COFFEE,136 YORKVILLE AVE,0,0,0,0,0,1,1,0,0,0,0,1,0
JACKOS RESTAURANT,2679 EGLINTON AVE W,0,0,0,0,0,1,1,0,0,0,0,1,0
JACKPOT CHICKEN RICE,318 SPADINA AVE,0,0,0,0,1,0,0,0,0,0,1,1,0
JACKS BAKERY AND PASTRY,352 OAKWOOD AVE,1,1,1,1,1,1,0,0,0,0,0,0,1
JACKS CONVENIENCE,7 JACKES AVE,0,0,0,1,1,1,0,0,0,1,0,0,1
JACKS GRILL HOUSE,337 OAKWOOD AVE,0,0,1,1,0,0,0,0,1,0,1,0,0
JACKS MILK,211 RONCESVALLES AVE,0,1,1,1,1,1,0,1,0,0,0,0,1
JACKS RESTAURANT AND BAR,1197 BIRCHMOUNT RD,1,1,1,1,0,0,0,0,0,0,1,0,0
JACKS VARIETY,378 ROYAL YORK RD,0,1,1,1,0,0,0,1,0,0,1,0,0
JACKSON CITY BAR AND GRILL,43 SHEPPARD AVE E,0,1,0,0,0,0,0,1,1,0,0,0,0
JACKSONS BURGER,374 YONGE ST,0,0,1,1,1,0,0,0,1,0,0,1,0
JACKSONS BURGER,38 ELM ST,0,0,0,0,0,1,1,0,0,0,0,1,0
JACKSONS MILK STORE,1881 LAWRENCE AVE E,1,1,1,1,1,1,1,0,0,0,0,0,0
JACKYS SEAFOOD RESTAURANT,3380 MIDLAND AVE,0,0,0,0,1,1,1,0,0,0,1,0,0
JACOB,140 LA ROSE AVE,0,0,1,1,1,0,0,0,1,0,0,1,0
JACOBS AND CO. STEAKHOUSE,12 BRANT ST,1,1,1,1,1,1,1,0,0,0,0,0,0
JACQUES BISTRO,126 CUMBERLAND ST,1,1,1,1,1,1,1,0,0,0,0,0,0
JACS MILK,2491 LAKE SHORE BLVD W,0,1,1,1,1,1,1,1,0,0,0,0,0
JADE BBQ HOUSE,2950 BIRCHMOUNT RD,1,1,1,0,0,0,0,0,0,1,0,0,0
JADE EAST CHINESE FOOD,2883 JANE ST,1,1,1,1,1,1,1,0,0,0,0,0,0
JADEE CONVENIENCE PLUS,601 ST CLAIR AVE W,0,1,1,0,0,0,0,1,0,1,0,0,0
JADES CHINESE  FOOD,1698 EGLINTON AVE W,1,1,1,1,1,0,0,0,0,0,0,1,0
JADORE CAKES CO.,3308 DANFORTH AVE,1,1,0,0,0,0,0,0,1,0,0,0,0
JADRANKA PASTRIES,257 SCARLETT RD,1,1,0,1,1,1,1,0,1,1,0,0,0
JAE SMOKE AND CONVENIENCE,2885 ST CLAIR AVE E,1,1,1,0,0,0,0,0,0,1,0,0,0
JAFFNA SUPERSTORES,1221 MARKHAM RD,0,1,1,1,1,1,0,1,0,0,0,0,1
JAFFS TOBACCO AND GIFT STORE,2200 YONGE ST,0,1,1,1,1,1,1,1,0,0,0,0,0
JAIPUR GRILLE,2066 YONGE ST,1,1,1,1,1,0,0,0,0,0,0,1,0
JAIPUR GRILLE,208 QUEENS QUAY  W,0,0,1,1,1,1,0,0,1,0,0,0,1
JAKLYNNES,3430 SHEPPARD AVE E,1,1,0,0,0,0,0,0,1,0,0,0,0
JAKLYNNES CATERING AND TAKE OUT,3430 SHEPPARD AVE E,0,0,1,1,1,1,1,0,1,0,0,0,0
JAL GUA,175 QUEEN ST E,0,0,0,0,1,0,0,0,0,0,1,1,0
JAM CAFE,195 CARLTON ST,1,1,0,0,0,0,0,0,1,0,0,0,0
JAMAICA HOUSE RESTAURANT,2531 FINCH AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0
JAMAICA JAMAICA JERK,2419 ST CLAIR AVE W,1,1,0,0,0,0,0,0,1,0,0,0,0
JAMAICA STAMP TAKE OUT RESTAURANT,1053 MIDLAND AVE,0,0,0,0,0,1,1,0,0,0,0,1,0
JAMAICA WAY RESTAURANT,614 TRETHEWEY DR,0,0,1,1,1,1,1,0,1,0,0,0,0
JAMAICAN CANADIAN ASSOCIATION,995 ARROW RD,1,1,1,1,1,1,1,0,0,0,0,0,0
JAMAICAN FRIED CHICKEN,2700 KIPLING AVE,0,0,1,1,1,0,0,0,1,0,0,1,0
JAMAICAN TASTY FOOD,4286 KINGSTON RD,0,0,1,0,0,0,0,0,1,1,0,0,0
JAMALICIOUS,1375 DANFORTH RD,0,1,0,0,0,0,0,1,1,0,0,0,0
JAMBA JUICE,1853 AVENUE RD,1,1,0,0,0,0,0,0,1,0,0,0,0
JAMBA JUICE,3401 DUFFERIN ST,1,1,1,1,1,0,0,0,0,0,0,1,0
JAMBA JUICE,483 BAY ST,0,0,1,1,1,0,0,0,1,0,0,1,0
JAMEH BOSSAM,39 SPRING GARDEN AVE,0,0,0,0,1,1,1,0,0,0,1,0,0
JAMEH BOSSAM,5021 YONGE ST,0,0,1,1,1,0,0,0,1,0,0,1,0
JAMES BLACK BEAR PUB,3276 DANFORTH AVE,0,1,1,1,1,1,1,1,0,0,0,0,0
JAMES CHEESE BACK RIBS,409 SPADINA AVE,0,0,0,0,0,1,1,0,0,0,0,1,0
JAMES PRODUCE,4490 SHEPPARD AVE E,0,0,0,0,0,1,0,0,0,0,0,1,1
JAMES VIDEO AND VARIETY,1410 VICTORIA PARK AVE,1,1,1,0,1,1,0,0,0,1,1,0,1
JAMESON VARIETY FAIR,160 SPRINGHURST AVE,0,1,1,1,1,1,1,1,0,0,0,0,0
JAMESTOWN MILK,592 PARLIAMENT ST,1,1,1,1,1,1,0,0,0,0,0,0,1
JAMIES ITALIAN,3401 DUFFERIN ST,0,0,0,1,1,1,1,0,0,1,0,0,0
JAMMY DODGER THE BAKERY,707 DUNDAS ST W,0,0,0,0,0,0,1,0,0,0,0,0,1
JAMS CONVENIENCE,1794 WESTON RD,0,1,1,1,0,0,0,1,0,0,1,0,0
JANCHENKOS BAKERY,2394 BLOOR ST W,0,0,0,0,0,0,1,0,0,0,0,0,1
JANE CENTRE PHARMACY,2780 JANE ST,0,1,1,1,1,1,1,1,0,0,0,0,0
JANE FOOD STORE,1792 JANE ST,1,1,1,1,1,1,0,0,0,0,0,0,1
JANE PIZZA AND WINGS,1796 JANE ST,0,0,0,0,1,1,1,0,0,0,1,0,0
JANE VARIETY AND GIFTS,2721 JANE ST,0,0,1,1,1,0,0,0,1,0,0,1,0
JANERS BAKERY,679 LANSDOWNE AVE,1,1,1,0,0,0,0,0,0,1,0,0,0
JANES BAR AND GRILL,1735 EGLINTON AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0
JANES OAKWOOD FRUIT AND FLOWER MARKET,345 OAKWOOD AVE,0,0,0,1,1,1,0,0,0,1,0,0,1
JANG GOON GAP CHANG,6028 YONGE ST,0,0,1,0,0,0,0,0,1,1,0,0,0
JANG SOO CHON,6 ST ANDREW ST,1,1,0,0,0,0,0,0,1,0,0,0,0
JANG WON,6347 YONGE ST,0,1,1,0,0,0,0,1,0,1,0,0,0
JANGWON KOREAN RESTAURANT,708 BLOOR ST W,1,1,0,1,1,1,1,0,1,1,0,0,0
JANIE JONES,1030 GERRARD ST E,0,0,0,0,1,0,0,0,0,0,1,1,0
JANKIES BAR AND GRILL,985 BLOOR ST W,1,1,1,1,1,1,1,0,0,0,0,0,0
JANNAH HALAL MEAT AND GROCERIES,3040 DANFORTH AVE,0,0,0,0,0,0,1,0,0,0,0,0,1
JANNAT BOOK STORE,1950 LAWRENCE AVE E,0,0,1,0,0,0,0,0,1,1,0,0,0
JANNY FRUIT MARKET,2541 DANFORTH AVE,0,1,1,1,1,1,1,1,0,0,0,0,0
JAPAN CITY LTD.,31 RAILSIDE RD,1,0,0,0,0,0,0,1,0,0,0,0,0
JAPAN EATS,4750 YONGE ST,0,0,0,0,0,0,1,0,0,0,0,0,1
JAPAN SEAFOOD,31 RAILSIDE RD,0,1,1,1,1,1,0,1,0,0,0,0,1
JAPAN SEAFOOD,90 NORTHLINE RD,0,0,0,0,0,0,1,0,0,0,0,0,1
JAPAN SUSHI,482 BLOOR ST W,1,1,1,1,1,0,1,0,0,0,0,1,1
JAPANESE CANADIAN CULTURAL CENTRE,6 GARAMOND CRT,1,1,1,1,1,1,1,0,0,0,0,0,0
JAPANESE FAST FOOD YA,285 ROYAL YORK RD,0,0,0,1,1,0,0,0,0,1,0,1,0
JAPANESE RESTAURANT RIKISHI,833 BLOOR ST W,1,1,1,1,0,0,0,0,0,0,1,0,0
JAPANGO SUSHI AND NOODLE,2209 QUEEN ST E,1,1,1,1,1,1,1,0,0,0,0,0,0
JAPANGO SUSHI AND NOODLE RESTAURANT,122 ELIZABETH ST,1,1,1,1,1,1,1,0,0,0,0,0,0
JAPANHAKO RESTAURANT,712 BLOOR ST W,0,0,0,0,0,1,1,0,0,0,0,1,0
JAPAS,692 BLOOR ST W,1,1,1,1,1,1,0,0,0,0,0,0,1
JAPONICA SHOP,384 YONGE ST,0,0,0,0,1,0,0,0,0,0,1,1,0
JARVIS MARKET,117 GERRARD ST E,0,0,1,1,1,1,1,0,1,0,0,0,0
JAS EAST/WEST INDIAN AFRICAN FOODS,415 THE WESTWAY,1,1,1,1,1,0,0,0,0,0,0,1,0
JASMINE CAFE,86 DUNDAS ST E,0,1,0,0,0,0,0,1,1,0,0,0,0
JASMINE CHINESE FOOD,2900 WARDEN AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
