name,address,exist_2012,exist_2013,exist_2014,exist_2015,exist_2016,exist_2017,exist_2018,change_2013,change_2014,change_2015,change_2016,change_2017,change_2018
CAFE DO PORTO,894 COLLEGE ST,1,1,1,0,0,0,0,0,0,1,0,0,0
CAFE E AMICI,1974 EGLINTON AVE W,0,0,1,1,0,0,0,0,1,0,1,0,0
CAFE ENCONTRO,258 LANSDOWNE AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
CAFE EUROPA,376 BROWNS LINE,0,0,0,0,0,1,1,0,0,0,0,1,0
CAFE EXPRESS,105 MOATFIELD DR,0,1,1,1,1,1,1,1,0,0,0,0,0
CAFE EXPRESSO,790 BAY ST,0,0,1,1,0,0,0,0,1,0,1,0,0
CAFE FLORENTINA,236 DANFORTH AVE,1,1,1,1,1,0,0,0,0,0,0,1,0
CAFE FRAPPE,519 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
CAFE HENRY,211 CONSUMERS RD,1,1,1,1,0,0,0,0,0,0,1,0,0
CAFE IBO,1425 DANFORTH AVE,0,0,1,1,0,0,0,0,1,0,1,0,0
CAFE LA BOHEME,2481 YONGE ST,1,1,1,1,0,0,0,0,0,0,1,0,0
CAFE LA GAFFE ON BALDWIN,24 BALDWIN ST,1,1,1,0,0,0,0,0,0,1,0,0,0
CAFE LA ROCHE,2139 LAWRENCE AVE E,1,1,1,0,0,0,0,0,0,1,0,0,0
CAFE LANDWER,165 UNIVERSITY AVE,0,0,0,0,0,0,1,0,0,0,0,0,1
CAFE LINH,1156 COLLEGE ST,1,1,1,1,1,1,1,0,0,0,0,0,0
CAFE LOCALE,1365 WILSON AVE,0,0,0,1,1,0,0,0,0,1,0,1,0
CAFE M,672 YONGE ST,0,1,1,1,1,0,0,1,0,0,0,1,0
CAFE MANIA,605 YONGE ST,1,1,1,1,0,0,0,0,0,0,1,0,0
CAFE MAXIMS PATISSERIE,676 FINCH AVE E,0,1,1,1,1,1,1,1,0,0,0,0,0
CAFE MIRAGE,26 WILLIAM KITCHEN RD,1,1,1,1,1,0,0,0,0,0,0,1,0
CAFE MIRAGE GRILL AND LOUNGE,4841 YONGE ST,0,1,0,0,0,0,0,1,1,0,0,0,0
CAFE MOI,1200 BAY ST,0,0,0,0,1,1,1,0,0,0,1,0,0
CAFE MONDIALE,1947 SHEPPARD AVE W,0,1,1,1,1,1,1,1,0,0,0,0,0
CAFE MONTEREY AND CASCADE COCKTAIL BAR   HOLIDAY INN,3450 DUFFERIN ST,1,1,1,1,1,1,0,0,0,0,0,0,1
CAFE NATIONAL,2 ROSEMOUNT AVE,0,0,1,1,1,0,0,0,1,0,0,1,0
CAFE NEON,1024 QUEEN ST W,0,0,0,1,1,1,1,0,0,1,0,0,0
CAFE NEON,241 WALLACE AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
CAFE NEVE DON MILLS,15 KARL FRASER RD,0,0,0,1,0,0,0,0,0,1,1,0,0
CAFE NICHE,626 QUEEN ST W,1,1,1,1,0,0,0,0,0,0,1,0,0
CAFE NICOLE,45 THE ESPLANADE,1,1,1,1,1,0,1,0,0,0,0,1,1
CAFE NIKOLETTA,381 DONLANDS AVE,0,1,1,0,0,0,0,1,0,1,0,0,0
CAFE NOUVELLE RESTAURANT,5353 DUNDAS ST W,1,1,0,0,0,0,0,0,1,0,0,0,0
CAFE NOVO,1986 BLOOR ST W,1,1,1,0,0,0,0,0,0,1,0,0,0
CAFE NOVO,254 AUGUSTA AVE,0,0,0,1,1,0,0,0,0,1,0,1,0
CAFE NUNA,626 QUEEN ST W,0,0,0,0,0,1,1,0,0,0,0,1,0
CAFE OLE,1921 EGLINTON AVE E,1,1,1,0,0,0,0,0,0,1,0,0,0
CAFE OLYA,540 PARLIAMENT ST,0,1,1,1,1,1,0,1,0,0,0,0,1
CAFE ON 150 BOROUGH DRIVE,150 BOROUGH DR,1,1,1,0,0,0,0,0,0,1,0,0,0
CAFE ON INGRAM,2221 KEELE ST,1,1,0,0,0,0,0,0,1,0,0,0,0
CAFE ON THE GO,1240 ISLINGTON AVE,0,0,0,0,0,0,1,0,0,0,0,0,1
CAFE ON THE GO,151 YONGE ST,1,1,1,1,1,0,0,0,0,0,0,1,0
CAFE ON THE GO,6516 YONGE ST,1,1,1,1,1,1,1,0,0,0,0,0,0
CAFE ON THE GO,701 WARDEN AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
CAFE ON THE SQUARE,100 QUEEN ST W,1,1,1,1,1,1,1,0,0,0,0,0,0
CAFE PALMA,5140 YONGE ST,1,1,0,0,0,0,0,0,1,0,0,0,0
CAFE PAMENAR,307 AUGUSTA AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
CAFE PICCOLINO,1201 BLOOR ST W,1,1,1,1,1,1,1,0,0,0,0,0,0
CAFE PLEIADE,557 MOUNT PLEASANT RD,1,1,1,1,1,0,0,0,0,0,0,1,0
CAFE PLENTY,1 KING ST W,0,0,1,1,1,1,1,0,1,0,0,0,0
CAFE PLENTY,250 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0
CAFE PLENTY,333 BAY ST,0,0,0,0,0,0,1,0,0,0,0,0,1
CAFE POLONEZ,195 RONCESVALLES AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
CAFE PRINCESS,5590 YONGE ST,0,0,1,1,1,1,1,0,1,0,0,0,0
CAFE REGIONAL BAR AND GRILL,1330 DUNDAS ST W,1,1,1,1,0,0,0,0,0,0,1,0,0
CAFE REZNIKOFFS,75 ST GEORGE ST,1,1,1,1,1,1,1,0,0,0,0,0,0
CAFE RUSTICO,175 QUEEN ST E,0,0,0,1,0,0,0,0,0,1,1,0,0
CAFE SAGGIO,4069 CHESSWOOD DR,0,0,1,1,1,1,1,0,1,0,0,0,0
CAFE SERANO,1055 PAPE AVE,0,0,0,0,0,0,1,0,0,0,0,0,1
CAFE SINAI RESTAURANT,1801 LAWRENCE AVE E,1,1,0,0,0,0,0,0,1,0,0,0,0
CAFE SINH VN,1939 SHEPPARD AVE W,0,1,1,1,1,0,0,1,0,0,0,1,0
CAFE ST. GERMAIN,1767 AVENUE RD,1,1,1,0,0,0,0,0,0,1,0,0,0
CAFE STAR,2221 KEELE ST,0,0,1,0,0,0,0,0,1,1,0,0,0
CAFE STELLA,1261 BLOOR ST W,1,1,1,1,1,0,0,0,0,0,0,1,0
CAFE SYMPATICO,666 BURNHAMTHORPE RD,1,1,1,1,1,1,1,0,0,0,0,0,0
CAFE TIBET BAR AND GRILL,390 RONCESVALLES AVE,0,0,0,0,0,0,1,0,0,0,0,0,1
CAFE TUTTI,420 HORNER AVE,0,0,0,0,0,0,1,0,0,0,0,0,1
CAFE UNO,55 MILL ST,1,1,0,0,0,0,0,0,1,0,0,0,0
CAFE UNWIND,68 WALES AVE,0,1,0,0,0,0,0,1,1,0,0,0,0
CAFE VICTORIA,23 VICTORIA ST,1,1,1,1,1,1,0,0,0,0,0,0,1
CAFE VITE,5418 YONGE ST,0,0,0,0,0,0,1,0,0,0,0,0,1
CAFE XPRESS,150 CONSUMERS RD,1,0,0,0,0,0,0,1,0,0,0,0,0
CAFE YILDIZ,2915 DUFFERIN ST,0,1,1,1,1,0,0,1,0,0,0,1,0
"CAFE YOURS, TRULY",2065 FINCH AVE W,0,0,0,1,0,0,0,0,0,1,1,0,0
CAFECINO,628 WILSON AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
CAFEE DI PORTICI,6 SCOLLARD ST,1,1,1,1,1,1,1,0,0,0,0,0,0
CAFEE VEGETARIAN,50 WEYBRIGHT CRT,0,0,1,1,1,1,1,0,1,0,0,0,0
CAFELICIOUS,15 GERVAIS DR,1,1,1,1,1,1,1,0,0,0,0,0,0
CAFFE AND LATTE,912 WILSON AVE,0,0,0,1,1,1,1,0,0,1,0,0,0
CAFFE ARTIGIUNO,67 YONGE ST,0,0,1,1,0,0,0,0,1,0,1,0,0
CAFFE BRASILIANO,849 DUNDAS ST W,1,1,1,1,1,0,0,0,0,0,0,1,0
CAFFE CORVO,9 CLARENCE SQ,0,0,0,0,0,1,1,0,0,0,0,1,0
CAFFE DEMETRE,188 EGLINTON AVE E,0,1,1,1,1,0,0,1,0,0,0,1,0
CAFFE DEMETRE,2962 BLOOR ST W,1,1,1,1,1,1,1,0,0,0,0,0,0
CAFFE DEMETRE,3250 DUFFERIN ST,0,0,0,1,1,1,1,0,0,1,0,0,0
CAFFE DEMETRE,3280 DUFFERIN ST,1,1,0,0,0,0,0,0,1,0,0,0,0
CAFFE DEMETRE,400 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
CAFFE DORIA,1094 YONGE ST,1,1,1,0,0,0,0,0,0,1,0,0,0
CAFFE E AMICI,1974 EGLINTON AVE W,1,0,0,0,0,0,0,1,0,0,0,0,0
CAFFE FURBO,55 MILL ST,1,1,1,1,1,1,1,0,0,0,0,0,0
CAFFE GRECO,463 DANFORTH AVE,0,0,0,1,1,0,0,0,0,1,0,1,0
CAFFE LA GAFFE,24 BALDWIN ST,0,0,0,1,1,1,1,0,0,1,0,0,0
CAFFE LATTE,2409 YONGE ST,1,1,0,0,0,0,0,0,1,0,0,0,0
CAFFE SPORTIVO ESPRESSO BAR,2925 DUFFERIN ST,0,0,0,0,0,0,1,0,0,0,0,0,1
CAFFEINE CITY BISTRO,1448 LAWRENCE AVE E,0,0,0,1,1,1,1,0,0,1,0,0,0
CAFFIENDS,91 CHARLES ST W,0,1,1,1,1,1,1,1,0,0,0,0,0
CAFFINO RESTAURANT,1185 KING ST W,1,1,1,1,1,1,1,0,0,0,0,0,0
CAFFÈ BACI,2737 KEELE ST,0,0,0,0,0,0,1,0,0,0,0,0,1
CAFUNE,194 CARLTON ST,1,1,0,0,0,0,0,0,1,0,0,0,0
CAGSAWA HAUS RESTAURANT,363 WILSON AVE,0,1,0,0,0,0,0,1,1,0,0,0,0
CAI DIE XUAN FOOD,494 DUNDAS ST W,1,0,0,0,0,0,0,1,0,0,0,0,0
CAI DIE XUAN FOOD   LAMB KEBAB,494 DUNDAS ST W,0,0,0,0,1,1,0,0,0,0,1,0,1
CAI YUAN SUPERMARKET,361 BROADVIEW AVE,1,0,0,0,0,0,0,1,0,0,0,0,0
CAKE AND PARTY LINKS,2807 EGLINTON AVE E,1,1,0,0,0,0,0,0,1,0,0,0,0
CAKE BY MICKEY,696 THE QUEENSWAY,0,0,0,0,0,0,1,0,0,0,0,0,1
CAKE HOUSE BAKERY,1969 FINCH AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0
CAKE HOUSE BAKERY,2300 LAWRENCE AVE E,1,1,1,1,1,1,1,0,0,0,0,0,0
CAKE NIGHT CLUB,214 ADELAIDE ST W,0,0,0,0,0,1,0,0,0,0,0,1,1
CAKE OPERA,1136 EGLINTON AVE W,1,1,0,0,0,0,0,0,1,0,0,0,0
CAKE OPERA CO.,1716 QUEEN ST W,0,0,0,1,1,0,0,0,0,1,0,1,0
CAKE PARK,3341 MARKHAM RD,0,1,1,1,1,1,0,1,0,0,0,0,1
CAKE ROLLS INC.,5487 DUNDAS ST W,1,1,0,0,0,0,0,0,1,0,0,0,0
CAKE STAR,3431 LAKE SHORE BLVD W,1,1,1,1,1,1,1,0,0,0,0,0,0
CAKE TOWN CAFE,2039 DANFORTH AVE,1,1,1,1,1,0,0,0,0,0,0,1,0
CAKES BY ROBERT,2116 QUEEN ST E,0,0,0,0,1,1,1,0,0,0,1,0,0
CAKES COVE,1074 ST CLAIR AVE W,0,0,0,1,1,1,1,0,0,1,0,0,0
CAKEVIEW BAKERY AND CAFE,4186 FINCH AVE E,1,1,1,1,1,1,1,0,0,0,0,0,0
CAKEWOOD BAKERY,1571 SANDHURST CRCL,0,1,1,1,1,1,1,1,0,0,0,0,0
CAKEWOOD BAKERY AND CAFE,1571 SANDHURST CRCL,1,1,0,0,0,0,0,0,1,0,0,0,0
CALABRIA,2450 SHEPPARD AVE E,1,1,0,0,0,0,0,0,1,0,0,0,0
CALABRIA BAKERY,1770 MIDLAND AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
CALDENSE BAKERY,1451 ROYAL YORK RD,0,0,0,0,1,1,1,0,0,0,1,0,0
CALDENSE BAKERY,2406 EGLINTON AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0
CALDENSE BAKERY,3497 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0
CALDENSE BAKERY,802 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0
CALDENSE BAKERY AND PASTERIES,2625 WESTON RD,1,1,1,1,1,1,1,0,0,0,0,0,0
CALDENSE BAKERY AND PASTRIES,1209 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0
CALDENSE BAKERY AND PASTRIES III,337 SYMINGTON AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
CALEDONIA BAKERY AND PASTRY,1492 ST CLAIR AVE W,0,1,1,1,1,1,1,1,0,0,0,0,0
CALEDONIA SMOKE SHOP,2186 EGLINTON AVE W,1,1,1,1,1,0,0,0,0,0,0,1,0
CALEDONIA SUPERMARKET,458 CALEDONIA RD,0,1,1,1,1,1,1,1,0,0,0,0,0
CALEDONIA VARIETY,30 CORBY AVE,0,1,1,1,1,1,1,1,0,0,0,0,0
CALEDONIA VILLAGE MART,103 LOTHERTON PTWY,0,0,1,1,1,1,1,0,1,0,0,0,0
CALI MEXICAN GRILL,3250 DUFFERIN ST,0,0,0,0,0,1,1,0,0,0,0,1,0
CALIBREZE PIZZA,3019 LAKE SHORE BLVD W,1,1,1,1,1,1,1,0,0,0,0,0,0
CALIFORNIA BURGER AND GRILL,680 CALEDONIA RD,0,0,0,0,0,0,1,0,0,0,0,0,1
CALIFORNIA PUB AND GRILL,914 PAPE AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
CALIFORNIA ROLL,1634 BAYVIEW AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
CALIFORNIA SANDWICHES,1603 THE QUEENSWAY,1,1,1,1,1,1,1,0,0,0,0,0,0
CALIFORNIA SANDWICHES,244 CLAREMONT ST,1,1,1,1,1,1,1,0,0,0,0,0,0
CALIFORNIA SANDWICHES,2474 DUFFERIN ST,1,1,1,1,1,1,1,0,0,0,0,0,0
CALIFORNIA SANDWICHES,3703 CHESSWOOD DR,1,1,1,1,1,1,1,0,0,0,0,0,0
CALIFORNIA SANDWICHES,435 YONGE ST,0,0,1,1,1,1,0,0,1,0,0,0,1
CALIFORNIA SANDWICHES,812 WARDEN AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
CALIFORNIA SANDWICHES,861 YORK MILLS RD,0,0,0,0,0,1,1,0,0,0,0,1,0
CALIFORNIA THAI,10 DUNDAS ST E,1,1,1,1,1,1,1,0,0,0,0,0,0
CALIFORNIA THAI,5160 YONGE ST,0,1,1,1,1,1,1,1,0,0,0,0,0
CALII LOVE,100 KING ST W,0,0,0,0,0,0,1,0,0,0,0,0,1
CALII LOVE,1235 BAY ST,0,0,0,0,0,1,1,0,0,0,0,1,0
CALII LOVE,367 KING ST W,0,0,0,0,1,1,1,0,0,0,1,0,0
CALII LOVE,65 FRONT ST W,0,0,0,0,0,0,1,0,0,0,0,0,1
CALL A CHICKEN,4750 YONGE ST,0,0,0,0,0,0,1,0,0,0,0,0,1
CALLALOO TASTE OF CARIBBEAN,106 HUMBER COLLEGE BLVD,1,1,1,1,1,1,1,0,0,0,0,0,0
CALLENDER REST HOME,26 CALLENDER ST,0,1,1,1,1,1,1,1,0,0,0,0,0
CALOURA BAR AND GRILL,468 ROGERS RD,0,1,1,1,1,1,1,1,0,0,0,0,0
CALROSE ASIAN CUISINE,630 ST CLAIR AVE W,0,0,0,0,1,0,0,0,0,0,1,1,0
CALYPSO KITCHEN,4841 YONGE ST,1,0,0,0,0,0,0,1,0,0,0,0,0
CALYPSO PALACE,750 OAKDALE RD,1,1,1,1,1,1,1,0,0,0,0,0,0
CALYPSO/JIVE BURGER,2030 ELLESMERE RD,0,1,1,0,0,0,0,1,0,1,0,0,0
CAMARRAS PIZZERIA AND RESTAURANT,2899 DUFFERIN ST,1,1,1,1,1,1,1,0,0,0,0,0,0
CAMBRIDGE TUCK SHOP,50 CAMBRIDGE AVE,0,0,1,1,1,1,1,0,1,0,0,0,0
CAMDEN MARKET,2500 YONGE ST,0,0,0,1,1,1,1,0,0,1,0,0,0
CAMERINI RISTORANTE,709 MOUNT PLEASANT RD,1,0,0,0,0,0,0,1,0,0,0,0,0
CAMERON HOUSE,408 QUEEN ST W,1,1,1,1,1,0,0,0,0,0,0,1,0
CAMERONS COFFEE BAR,240 DUNCAN MILL RD,1,0,0,0,0,0,0,1,0,0,0,0,0
CAMP 4,1173 DUNDAS ST W,1,1,1,1,1,1,0,0,0,0,0,0,1
CAMP 6 CONTRACTORS KITCHEN,777 BAYVIEW AVE,0,1,0,0,0,0,0,1,1,0,0,0,0
CAMP RESTAURANT,244 JANE ST,1,1,0,0,0,0,0,0,1,0,0,0,0
CAMPAGNOLO,832 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0
CAMPBELL HOUSE,160 QUEEN ST W,0,0,0,0,0,1,0,0,0,0,0,1,1
CAMPBELLS COMPANY STORE,60 BIRMINGHAM ST,1,1,1,1,1,1,1,0,0,0,0,0,0
CAMPECHANO,504 ADELAIDE ST W,0,0,0,1,1,1,1,0,0,1,0,0,0
CAMPO,244 JANE ST,0,0,1,1,1,1,1,0,1,0,0,0,0
CAMPO DEFIORI RISTORANTE,3317 BLOOR ST W,0,0,0,0,1,1,0,0,0,0,1,0,1
CAMPUS BIRYANI  AND KABOB,199 COLLEGE ST,1,1,1,1,1,1,1,0,0,0,0,0,0
CAMPUS CO OPERATIVE RESIDENCE,403 HURON ST,1,1,1,1,1,1,1,0,0,0,0,0,0
CAMPUS EXPRESS,1265 MILITARY TRL,1,1,1,0,0,0,0,0,0,1,0,0,0
CAMPUS VARIETY,201 KING ST E,1,1,1,1,1,1,1,0,0,0,0,0,0
CAMROS ORGANIC FOODS,25 HAYDEN ST,1,1,1,0,0,0,0,0,0,1,0,0,0
CAMS PLACE,2655 YONGE ST,1,1,1,1,0,0,0,0,0,0,1,0,0
CAN CEY RESTAURANT,2817 EGLINTON AVE E,0,1,1,1,1,0,0,1,0,0,0,1,0
CAN LAN ICE SPORTS,1120 MARTIN GROVE RD,1,1,1,1,1,1,0,0,0,0,0,0,1
CAN PACIFIC ASIA,23 GLEN WATFORD DR,0,1,1,1,1,1,0,1,0,0,0,0,1
CAN PAK MEAT,45 FOUR WINDS DR,0,0,0,1,1,0,0,0,0,1,0,1,0
CAN ROXY TRADING INC.,55 IRONSIDE CRES,0,0,1,0,0,0,0,0,1,1,0,0,0
CAN TEEN RESTAURANT,280 SPADINA AVE,0,0,1,1,1,1,1,0,1,0,0,0,0
CAN WING MARKETING,38 METROPOLITAN RD,0,1,0,0,0,0,0,1,1,0,0,0,0
CANAAN CAKE,11 SPRING GARDEN AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
CANADA BREAD,2360 MIDLAND AVE,1,1,1,0,0,0,0,0,0,1,0,0,0
CANADA BREAD,35 RAKELY CRT,1,0,0,0,0,0,0,1,0,0,0,0,0
CANADA CATERING,430 HORNER AVE,0,0,0,0,0,1,1,0,0,0,0,1,0
CANADA CONVENIENCE,105 GUILDWOOD PKWY,0,1,0,0,0,0,0,1,1,0,0,0,0
CANADA CONVENIENCE,271 OLD KINGSTON RD,0,0,1,1,1,1,0,0,1,0,0,0,1
CANADA HEALTH FOOD AND GIFT CENTRE,4002 SHEPPARD AVE E,0,1,1,1,0,1,0,1,0,0,1,1,1
CANADA HERB,141 OSSINGTON AVE,0,1,1,1,1,0,0,1,0,0,0,1,0
CANADA KANTHASWAMY TEMPLE,733 BIRCHMOUNT RD,1,1,0,0,0,0,0,0,1,0,0,0,0
CANADA LIFE   ARAMARK CANADA,330 UNIVERSITY AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
CANADA PRODUCE WHOLESALE,1 WESTSIDE DR,0,0,0,1,1,1,1,0,0,1,0,0,0
CANADA SIX FORTUNE CO ENTERPRISES LTD.,3411 MCNICOLL AVE,0,1,0,0,0,0,0,1,1,0,0,0,0
CANADIAN BREAKFAST BAR,249 AUGUSTA AVE,0,0,0,0,1,1,1,0,0,0,1,0,0
CANADIAN CONVENIENCE AND GROCERS,271 OLD KINGSTON RD,1,0,0,0,0,0,0,1,0,0,0,0,0
CANADIAN DOLLAR BARGAIN,1721 JANE ST,1,1,0,1,0,0,0,0,1,1,1,0,0
CANADIAN DOLLAR MARKET,1684 DANFORTH AVE,0,1,1,1,0,0,0,1,0,0,1,0,0
CANADIAN DRUG MART,1071 BLOOR ST W,0,1,0,0,0,0,0,1,1,0,0,0,0
CANADIAN FRUIT INC.,165 THE QUEENSWAY,0,1,1,1,1,1,1,1,0,0,0,0,0
CANADIAN ISLAMIC CENTRE,172 MILVAN DR,0,0,0,1,1,1,1,0,0,1,0,0,0
CANADIAN LEGION BRANCH 101,3850 LAKE SHORE BLVD W,1,1,1,1,1,1,1,0,0,0,0,0,0
CANADIAN NUTRITION SUPER STORES,200 QUEENS PLATE DR,0,1,1,1,0,0,0,1,0,0,1,0,0
CANADIAN PIZZA UNLIMITED,1768 WESTON RD,0,0,0,0,1,0,0,0,0,0,1,1,0
CANADIAN RED CROSS SCARBOROUGH DROP IN AND FOOD BANK,202 MARKHAM RD,0,0,1,1,1,0,0,0,1,0,0,1,0
CANADIAN SECURITY SOLUTIONS,80 NASHDENE RD,1,1,0,0,0,0,0,0,1,0,0,0,0
CANADIAN STYLE DONUTS,2075 LAWRENCE AVE W,1,1,0,0,0,0,0,0,1,0,0,0,0
CANADIAN TIRE,1019 SHEPPARD AVE E,0,0,0,1,0,0,1,0,0,1,1,0,1
CANADIAN TIRE,1530 ALBION RD,1,1,1,1,1,1,1,0,0,0,0,0,0
CANADIAN TIRE,2360 EGLINTON AVE W,1,1,1,0,0,0,0,0,0,1,0,0,0
CANADIAN TIRE,2625 WESTON RD,0,0,0,0,0,1,1,0,0,0,0,1,0
CANADIAN TIRE,4630 SHEPPARD AVE E,0,0,1,1,1,0,0,0,1,0,0,1,0
CANADIAN TIRE,825 EGLINTON AVE E,0,1,1,0,0,0,0,1,0,1,0,0,0
CANADIAN TIRE EXPRESS,607 DANFORTH AVE,0,0,1,0,0,0,0,0,1,1,0,0,0
CANADIAN TIRE GAS,2601 EGLINTON AVE E,0,0,1,1,1,1,0,0,1,0,0,0,1
CANADIAN TIRE GAS AND CONVENIENCE,2027 KIPLING AVE,0,0,0,0,0,1,0,0,0,0,0,1,1
CANADIAN TIRE GAS BAR,1015 SHEPPARD AVE E,0,0,1,1,1,1,1,0,1,0,0,0,0
CANADIAN TIRE GAS BAR,835 YONGE ST,0,1,1,1,1,1,0,1,0,0,0,0,1
CANADIAN TIRE GAS STATION,2699 KEELE ST,1,1,1,1,1,1,1,0,0,0,0,0,0
CANADIANA DINING LOUNGE,2454 LAKE SHORE BLVD W,1,1,1,1,1,1,0,0,0,0,0,0,1
CANADIANA RESTAURANT AND BANQUET HALL,5230 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0
CANAR GIFTS,133 RICHMOND ST W,0,0,1,0,0,0,0,0,1,1,0,0,0
CANARY AND FOX MICRO MARKET,778 ANNETTE ST,0,0,0,0,0,1,1,0,0,0,0,1,0
CANARY MARKET,440 FRONT ST E,0,0,0,0,0,0,1,0,0,0,0,0,1
CANBE FOOD INC.,1760 ELLESMERE RD,1,1,1,1,1,1,1,0,0,0,0,0,0
CANBE FOOD INC.,200 NANTUCKET BLVD,0,0,1,1,1,1,1,0,1,0,0,0,0
CANBE FOODS INC,1600 BRIMLEY RD,1,0,0,0,0,0,0,1,0,0,0,0,0
CANBRANDS SPECIALTY FOODS,620 SUPERTEST RD,1,1,1,0,0,0,0,0,0,1,0,0,0
CANDIBAR RESTAURANT AND LOUNGE,155 MORNINGSIDE AVE,0,0,0,1,1,1,0,0,0,1,0,0,1
CANDY FLOSS FACTORY,1 CENTRE ISLAND PK,0,0,0,0,0,1,1,0,0,0,0,1,0
CANDYLAND RESTAURANT,619 KING ST W,0,0,0,1,1,0,0,0,0,1,0,1,0
CANECAS SPORTS BAR AND CAFE,605 ROGERS RD,1,1,1,1,1,1,0,0,0,0,0,0,1
CANEPHORA CAFE AND BAKERY,222 FINCH AVE W,0,0,0,1,1,1,1,0,0,1,0,0,0
CANGO,1745 WESTON RD,0,1,1,1,0,0,0,1,0,0,1,0,0
CANIS,746 QUEEN ST W,0,0,0,0,1,1,1,0,0,0,1,0,0
CANLAN ICE SPORTS,159 DYNAMIC DR,1,1,1,1,1,1,1,0,0,0,0,0,0
CANNABIS AND COFFEE,346 FRONT ST W,0,0,0,0,0,0,1,0,0,0,0,0,1
CANO RESTAURANT,1108 ST CLAIR AVE W,0,0,0,0,0,1,1,0,0,0,0,1,0
CANOE RESTAURANT AND BAR,66 WELLINGTON ST W,1,1,1,1,1,1,1,0,0,0,0,0,0
CANOSA BAKERY LTD.,21 ROYALCREST RD,1,1,1,1,1,1,1,0,0,0,0,0,0
CANTAGALLO,2708 JANE ST,1,1,1,1,0,0,0,0,0,0,1,0,0
CANTANHEDE O BAIRRADINO,662 LANSDOWNE AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
CANTEEN,330 KING ST W,1,1,1,1,1,1,1,0,0,0,0,0,0
CANTEEN RESTAURANT,280 SPADINA AVE,1,1,0,0,0,0,0,0,1,0,0,0,0
CANTINE,138 AVENUE RD,1,1,1,1,0,0,0,0,0,0,1,0,0
CANTON CHILLI,418 SPADINA AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
CANTON KITCHEN,2301 BRIMLEY RD,0,0,0,0,1,1,1,0,0,0,1,0,0
CANTON KITCHEN,3117 SHEPPARD AVE E,0,0,0,1,1,0,0,0,0,1,0,1,0
CANTON NOODLE,2301 BRIMLEY RD,0,0,0,0,0,1,1,0,0,0,0,1,0
CANTONESE GOURMET,1260 THE QUEENSWAY,1,1,1,1,1,1,1,0,0,0,0,0,0
CANVAS ARTISTIC,3451 LAKE SHORE BLVD W,0,0,0,0,0,0,1,0,0,0,0,0,1
CANYON CREEK CHOPHOUSE,156 FRONT ST W,1,1,1,1,1,1,1,0,0,0,0,0,0
CANYON CREEK CHOPHOUSE,1900 THE QUEENSWAY,1,1,1,1,1,0,0,0,0,0,0,1,0
CANYON CREEK CHOPHOUSE,25 CARLSON CRT,1,1,1,1,1,1,0,0,0,0,0,0,1
CANYON CREEK CHOPHOUSE,430 PROGRESS AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
CAPERS CATERING   VIP SITE,909 LAKE SHORE BLVD W,1,1,1,1,1,0,0,0,0,0,0,1,0
CAPERS ON LOCATION,23 RAILSIDE RD,1,1,1,1,1,1,1,0,0,0,0,0,0
CAPIS GOURMET PIZZA,4247 DUNDAS ST W,1,1,0,0,0,0,0,0,1,0,0,0,0
CAPIS GOURMET PIZZA AND RESTAURANT,4247 DUNDAS ST W,0,1,1,1,1,1,0,1,0,0,0,0,1
CAPITAL ESPRESSO,1349 QUEEN ST W,1,1,1,1,1,1,1,0,0,0,0,0,0
CAPITAL SWEET SAMOSA,62 OVERLEA BLVD,1,1,1,1,1,1,1,0,0,0,0,0,0
CAPITANO BURGERS AND GELATO,645 YONGE ST,0,1,1,0,0,0,0,1,0,1,0,0,0
CAPITOL CAFE AND RESTAURANT,597 COLLEGE ST,1,1,1,1,1,1,1,0,0,0,0,0,0
CAPLANSKYS,65 FRONT ST W,0,0,0,1,0,0,0,0,0,1,1,0,0
